Username	UserID	Tweet	Reply_to	Location	Date	Year	Month	Tweet_Translated
davidakirkwood1	2886106493	Covid-19 tests are predicated upon grotesquely misleading science. 			Sun Sep 13 08:44:56 +0000 2020	2020	9	Covid-19 tests are predicated upon grotesquely misleading science.
blueoceanmother	83956545	RT @JennyMikakos: You can read more about the the Roadmap here: 		Aotearoa New Zealand/Melbourne	Sun Sep 13 08:44:56 +0000 2020	2020	9	RT @JennyMikakos: You can read more about the the Roadmap here:
Jwaheraldossery	210143001	RT @alexcrownus: Covid disrupting a lot of industries, including... wait for it 😂 		Riffa3♥	Sun Sep 13 08:44:56 +0000 2020	2020	9	RT @alexcrownus: Covid disrupting a lot of industries, including... wait for it 😂
CjvHenderson	313266197	"The right wing British media: Look at this awful bloke. He went on holiday and gave 5 people Covid.

Right wing Bri… "			Sun Sep 13 08:44:56 +0000 2020	2020	9	"The right wing British media: Look at this awful bloke. He went on holiday and gave 5 people Covid.

Right wing Bri…"
dpompper	453403801	RT @openculture: If you caught COVID-19, you likely ate at a restaurant, CDC report finds 		Peace. 	Sun Sep 13 08:44:56 +0000 2020	2020	9	RT @openculture: If you caught COVID-19, you likely ate at a restaurant, CDC report finds
GeorgeAceKing	288193005	RT @alexcrownus: Covid disrupting a lot of industries, including... wait for it 😂 		Accra,Ghana	Sun Sep 13 08:44:56 +0000 2020	2020	9	RT @alexcrownus: Covid disrupting a lot of industries, including... wait for it 😂
derekwear	295242975	RT @TheNewEuropean: Time for Labour to go on the attack on this 		norfolk	Sun Sep 13 08:44:55 +0000 2020	2020	9	RT @TheNewEuropean: Time for Labour to go on the attack on this
RonzillaReagan	37831540	RT @DrMadej: Did that drone just tell us to stay 6 feet apart? -- GCN   To identify you the drones need you 5-6 feet apart ... 		TheMatrix, Chinafornia	Sun Sep 13 08:44:55 +0000 2020	2020	9	RT @DrMadej: Did that drone just tell us to stay 6 feet apart? -- GCN   To identify you the drones need you 5-6 feet apart ...
G6JPG_	1092722810785546240	"2020/9/12 UK coronavirus:

🔵
DEATHS REMAIN LOW.

In-hospital rising worryingly, on-ventilators about static.
🔵
Dail… "		Kent, England	Sun Sep 13 08:44:55 +0000 2020	2020	9	"2020/9/12 UK coronavirus:

🔵
DEATHS REMAIN LOW.

In-hospital rising worryingly, on-ventilators about static.
🔵
Dail…"
GidiLiveNG	833334485869613058	"RT @BBCSport: Atletico Madrid manager Diego Simeone has tested positive for coronavirus.

More: "		Lagos, Nigeria	Sun Sep 13 08:44:55 +0000 2020	2020	9	"RT @BBCSport: Atletico Madrid manager Diego Simeone has tested positive for coronavirus.

More:"
DirgeKsMum	68169855	RT @gbuttars: Universities are being forced to lie about being COVID safe | openDemocracy #Covid19UK  		London	Sun Sep 13 08:44:55 +0000 2020	2020	9	RT @gbuttars: Universities are being forced to lie about being COVID safe | openDemocracy #Covid19UK
MargiGT	215672744	If you’re not already reporting via this app, take a look. It only takes seconds to do each day, and is helping inf… 		Durham, UK	Sun Sep 13 08:44:55 +0000 2020	2020	9	If you’re not already reporting via this app, take a look. It only takes seconds to do each day, and is helping inf…
thegistofit	80047434	Covid confusion and Brexit betrayals: is this any way to run Britain? 			Sun Sep 13 08:44:55 +0000 2020	2020	9	Covid confusion and Brexit betrayals: is this any way to run Britain?
secretspartacus	466593916	"@RidgeOnSunday @LouHaigh #Ridge 
Huge backlog of tests &amp; Government are having to send swabs to Italy &amp; Germany!!… "	235229140.0		Sun Sep 13 08:44:55 +0000 2020	2020	9	"@RidgeOnSunday @LouHaigh #Ridge 
Huge backlog of tests &amp; Government are having to send swabs to Italy &amp; Germany!!… "
BettsHelen	390051930	The government keeps complaining about people requesting covid tests when they are not eligible. How about making t… 		South East, England	Sun Sep 13 08:44:55 +0000 2020	2020	9	The government keeps complaining about people requesting covid tests when they are not eligible. How about making t…
Jroxderealest	2899538505	"RT @SowetanLIVE: Health minister Zweli Mkhize said the country had recorded 49 more Covid-19 deaths by Saturday night.
"		Emirates stadium 	Sun Sep 13 08:44:54 +0000 2020	2020	9	RT @SowetanLIVE: Health minister Zweli Mkhize said the country had recorded 49 more Covid-19 deaths by Saturday night.
_SiGonfiaLaRete	2489846964	#Coronavirus, #ADL: nuovo tampone entro martedì, isolamento per 15 giorni, possibili controlli in ospedale… 		Napoli	Sun Sep 13 08:44:54 +0000 2020	2020	9	#Coronavirus, #ADL: new swab by Tuesday, isolation for 15 days, possible checks in the hospital ...
WestBengalPMC	912674699812802561	My best wishes to the students appearing for NEET exam and my sympathies to those who couldn’t take it due to the C… 		West Bengal, India	Sun Sep 13 08:44:54 +0000 2020	2020	9	My best wishes to the students appearing for NEET exam and my sympathies to those who couldn’t take it due to the C…
DrKikiG	433410558	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 		Texas, USA	Sun Sep 13 08:44:53 +0000 2020	2020	9	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 
manubay01	1095308839635738624	RT @tiyongbHie: covid free this december pls. 😭💜 			Sun Sep 13 08:44:53 +0000 2020	2020	9	RT @tiyongbHie: covid free this december pls. 😭💜
husbybee	799452949235699712	"@RitaPanahi @KeiraSavage00 @theheraldsun @SkyNewsAust

Interesting. Maybe Sweden is getting canned unfairly for its… "	25235151.0	Kingdom of Heaven	Sun Sep 13 11:44:59 +0000 2020	2020	9	"@RitaPanahi @KeiraSavage00 @theheraldsun @SkyNewsAust

Interesting. Maybe Sweden is getting canned unfairly for its…"
Gabriel72027334	1265571158172282880	"RT @Europe1: Coronavirus : ""Il n'est pas raisonnable d'organiser des réunions familiales"", alerte Jimmy Mohamed "			Sun Sep 13 11:44:59 +0000 2020	2020	9	"RT @ Europe1: Coronavirus: ""It is not reasonable to organize family reunions"", warns Jimmy Mohamed"
CriCristinaCri	1040672929	"RT @Adnkronos: #Covid, #Speranza: ""A fine inverno saremo salvi"" "			Sun Sep 13 11:44:59 +0000 2020	2020	9	"RT @Adnkronos: #Covid, #Speranza: ""We'll be safe at the end of winter"""
seppl56	558885230	RT @TheEconomist: The world's 7.5bn people want a vaccine for covid-19 as soon as possible. Donald Trump needs it by November 3rd 			Sun Sep 13 11:44:59 +0000 2020	2020	9	RT @TheEconomist: The world's 7.5bn people want a vaccine for covid-19 as soon as possible. Donald Trump needs it by November 3rd
duckpondmedia	1033285939	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 		View From the Duck Pond	Sun Sep 13 11:44:59 +0000 2020	2020	9	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 
singh27manish	728828125962854401	@globaltimesnews Li-Meng Yan or Limeng Yan, is a Chinese virologist and whistleblower who says that the Chinese gov… 	49616273.0	Lucknow, India	Sun Sep 13 11:44:59 +0000 2020	2020	9	@globaltimesnews Li-Meng Yan or Limeng Yan, is a Chinese virologist and whistleblower who says that the Chinese gov…
Iron_Wolves	415541224	@CBSNews @WLTX Wow,,,all you ppl say its Trumps fault blahnik blah,,, who wants more money for covid relief fund?… 	15012486.0	South Carolina, USA	Sun Sep 13 11:44:59 +0000 2020	2020	9	@CBSNews @WLTX Wow,,,all you people say its Trumps fault blahnik blah,,, who wants more money for covid relief fund?…
elizabethdv63	169324286	RT @contrapuntovzla: El coronavirus mantiene en un limbo las cirugías electivas en Venezuela 		Caracas	Sun Sep 13 11:44:59 +0000 2020	2020	9	RT @contrapuntovzla: The coronavirus keeps elective surgeries in limbo in Venezuela
ampi_ammu	523212571	Mumbai local in covid period 			Sun Sep 13 11:44:59 +0000 2020	2020	9	Mumbai local in covid period
RadBark	46421423	RT @bmj_latest: #BMJInfographic Try out this new interactive calculator for interpreting covid-19 antibody test results @will_s_t 		Antofagasta, Chile	Sun Sep 13 11:44:59 +0000 2020	2020	9	RT @bmj_latest: #BMJInfographic Try out this new interactive calculator for interpreting covid-19 antibody test results @will_s_t
ganapati1992	1158383113552056320	RT @republic: Chinese virologist claims COVID-19 originated from Wuhan lab, offers evidence 			Sun Sep 13 11:44:59 +0000 2020	2020	9	RT @republic: Chinese virologist claims COVID-19 originated from Wuhan lab, offers evidence
fancyepiphany	1109854581054492674	this is in france ❤️ love coronavirus ❤️ 		스위스	Sun Sep 13 11:44:59 +0000 2020	2020	9	this is in france ❤️ love coronavirus ❤️
dimdemi96	836628045133922305	RT @SkyNews: Coronavirus: Britain only has 'a few days' to avoid second national lockdown, professor warns 		Greece	Sun Sep 13 11:44:59 +0000 2020	2020	9	RT @SkyNews: Coronavirus: Britain only has 'a few days' to avoid second national lockdown, professor warns
RamjiMafiwaal	3376921094	RT @republic: Chinese virologist claims COVID-19 originated from Wuhan lab, offers evidence 		Bharat	Sun Sep 13 11:44:58 +0000 2020	2020	9	RT @republic: Chinese virologist claims COVID-19 originated from Wuhan lab, offers evidence
IzlayBeckford	367093442	RT @20Minutes: Un cinquième décès et près de 70 cas positifs dans un Ehpad de l'Aveyron 		Lyon, France	Sun Sep 13 11:44:58 +0000 2020	2020	9	RT @ 20Minutes: A fifth death and nearly 70 positive cases in a nursing home in Aveyron
aforallleft	949661897841721346	"RT @PAPA__Tweets: In Covid Pandemic situation, Corruption is on all time High in Uttar Pradesh.

#योगी_का_कोरोना_घोटाला "			Sun Sep 13 11:44:58 +0000 2020	2020	9	"RT @PAPA__Tweets: In Covid Pandemic situation, corruption is on all time high in Uttar Pradesh.

# Yogi_ka_Korona_Ghotala"
Jinxy_Minxy	851751855487148032	RT @atrupar: The Covid 1k 		Nova Scotia, Canada	Sun Sep 13 11:44:58 +0000 2020	2020	9	Rat2 Atrupar: The Kovid 1k
evayebrasoto	2193136042	La viróloga que huyó de China anuncia pruebas que demuestran que el coronavirus se hizo en un laboratorio via @20m 		Bilbao, España	Sun Sep 13 11:44:58 +0000 2020	2020	9	The virologist who fled China announces tests that show that the coronavirus was made in a laboratory via @ 20m
Ohikoa1	1241080332994174976	RT @Africamar: EEUU dice no a la vacuna, ya que considera que está dirigida por la corrupta OMS 			Sun Sep 13 11:44:58 +0000 2020	2020	9	RT @Africamar: The US says no to the vaccine, since it considers that it is directed by the corrupt WHO
RussiaBusiness	955719783466635264	#Russia Records 5,499 #Coronavirus Cases in the Past Day via @Russia Business Today			Sun Sep 13 11:44:57 +0000 2020	2020	9	#Russia Records 5,499 #Coronavirus Cases in the Past Day via @Russia Business Today
RileyRogers217	372082076	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 		Ontario, Canada	Sun Sep 13 11:44:57 +0000 2020	2020	9	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 
Veritas87288142	1232479781226188800	"@doctorcaldwell @PeteDevlin34 Covid has changed everything 
Husband had x-ray last week
Broken foot
Phoned in  GP f… "	1.2324797812261888e+18		Sun Sep 13 11:44:57 +0000 2020	2020	9	"@doctorcaldwell @PeteDevlin34 Covid has changed everything 
Husband had x-ray last week
Broken foot
Phoned in  GP f…"
JayaMan08664267	1288347638539014145	"""COVID-19 in India"" #coronavirus "			Sun Sep 13 11:44:57 +0000 2020	2020	9	"""COVID-19 in India"" #coronavirus"
mrubiogarcia	286458616	En quin estat de salut es troba l'Atenció Primària, ara que ocupa un paper central en la lluita contra el… 		Barcelona, Espanya	Sun Sep 13 11:44:57 +0000 2020	2020	9	What is the state of health of Primary Care, now that it plays a central role in the fight against…
ma_mchugh	67278150	RT @AngryScotland: Coronavirus when it tries to enter a pub before 10pm. #Science 		K'JIPUKTUK (Halifax) Mi'kma'ki	Sun Sep 13 11:44:57 +0000 2020	2020	9	RT @AngryScotland: Coronavirus when it tries to enter a pub before 10pm. #Science
yoofizzle	354571554	"RT @asaaseradio995: We didn't get a WINNER, we had a CLASH!

We crashed COVID! 

#AsaaseSoundClash "		The Bay Area	Sun Sep 13 11:44:57 +0000 2020	2020	9	"RT @asaaseradio995: We didn't get a WINNER, we had a CLASH!

We crashed COVID! 

#AsaaseSoundClash"
Kelenee	24107256	@realDonaldTrump Yes more fucking Trump rallies so you can kill off your dumbass supporters!  You are stupider than… 	25073877.0	Sydney, Australia	Sun Sep 13 11:44:56 +0000 2020	2020	9	@realDonaldTrump Yes more fucking Trump rallies so you can kill off your dumbass supporters!  You are stupider than…
liberalman1789	1733019025	RT @navedelmisterio: Unos 13.000 docentes de Italia dan positivo en coronavirus antes de la vuelta al cole 		Spain & UK	Sun Sep 13 11:44:56 +0000 2020	2020	9	RT @navedelmisterio: Some 13,000 teachers in Italy test positive for coronavirus before going back to school
Richard18621	3230239366	"@davemcd76227429 @Ian56789 Please reshare this and make sure you contribute! 
like they are… "	1.2385748136874885e+18	England, United Kingdom	Sun Sep 13 11:44:56 +0000 2020	2020	9	"@davemcd76227429 @Ian56789 Please reshare this and make sure you contribute! 
like they are…"
_Ndapandula	390955666	"RT @SunTzilla: Dr Strange

Mf viewed 14 million futures and didn't think it would be a good idea to tell us about coronavirus. "		Namibia	Sun Sep 13 11:44:55 +0000 2020	2020	9	"RT @SunTzilla: Dr Strange

Mf viewed 14 million futures and didn't think it would be a good idea to tell us about coronavirus."
Foolsareblind	604368709	"COVID 19 is real people👇
Covid drug trials saved my life, says Belfast man who fought for breath in ICU and is now… "			Sun Sep 13 11:44:55 +0000 2020	2020	9	"COVID 19 is real people👇
Covid drug trials saved my life, says Belfast man who fought for breath in ICU and is now…"
ProudManiatisa	594113383	RT @Kat_4T: FACT CHECK: Has Not One Politician Died, Lost Their Job Or Worn Masks During The COVID-19 Pandemic? via…		Georgia, USA	Sun Sep 13 11:44:55 +0000 2020	2020	9	RT @Kat_4T: FACT CHECK: Has Not One Politician Died, Lost Their Job Or Worn Masks During The COVID-19 Pandemic? via…
2_Wheeled_Wolf	2174983842	RT @gazza_d: Doctors braced for coronavirus Nightingale hospitals to reopen 'in three weeks' 		Essex UK 🇪🇺	Sun Sep 13 11:44:55 +0000 2020	2020	9	RT @gazza_d: Doctors braced for coronavirus Nightingale hospitals to reopen 'in three weeks'
AnitaBakkeveen	214635583	RT @Jeltjeb: @plottereye @Elisa59 Staat vandaag in de krant. 		overal en nergens	Sun Sep 13 11:44:55 +0000 2020	2020	9	RT @Jeltjeb: @plottereye @ Elisa59 In the newspaper today.
HakeemOyewo	1075295184097812481	@laura_thoman @Headfullofnigh1 @realDonaldTrump Search your soul Laura, if you are still supporting Trump after the… 	7.59173934268887e+17	Warri	Sun Sep 13 11:44:54 +0000 2020	2020	9	@laura_thoman @Headfullofnigh1 @realDonaldTrump Search your soul Laura, if you are still supporting Trump after the…
jiminpipii	1267853245701120003	Hasta el mismo coronavirus se asustaría de esto 		she/her | spain | fan acc	Sun Sep 13 11:44:54 +0000 2020	2020	9	Even the coronavirus itself would be scared of this
_Jrlh_	2766862088	@spinejuice @Leafs4Life8989 @tboyd1005 @MargieDemocracy @Dis_mofuxa @LASDHQ Yes, they got lucky, that h1n1 was not… 	1.2991172573022659e+18		Sun Sep 13 11:44:54 +0000 2020	2020	9	@spinejuice @Leafs4Life8989 @tboyd1005 @MargieDemocracy @Dis_mofuxa @LASDHQ Yes, they got lucky, that h1n1 was not…
MoissAlcarazJim	387451953	Si no le tenemos miedo al #coronavirus cuando menos tengámosle respeto.  No es un invento de nadie. Es real y casi… 			Sun Sep 13 11:44:54 +0000 2020	2020	9	If we are not afraid of #coronavirus at least we have respect for it. It is not an invention of anyone. It's real and almost ...
PatrickSlavin5	3390814066	"RT @huntwatchuk: #Tories bail out 'barbaric #fox hunters' with £50,000 cash to survive #coronavirus.
 "		Southampton, England	Sun Sep 13 11:44:54 +0000 2020	2020	9	RT @huntwatchuk: #Tories bail out 'barbaric #fox hunters' with £50,000 cash to survive #coronavirus.
dr_rf	572208885	RT @eurosluggard: A ‘senior Tory’ asks Andrew Rawnsley of The Observer, “Covid or Brexit? Which shitshow do you want to talk about?” 			Sun Sep 13 11:44:54 +0000 2020	2020	9	RT @eurosluggard: A ‘senior Tory’ asks Andrew Rawnsley of The Observer, “Covid or Brexit? Which shitshow do you want to talk about?”
fabrice_vachon	120097236	@Richardlabbe 	62582590.0	Quebec City	Sun Sep 13 11:44:53 +0000 2020	2020	9	@Richardlabbe
Nutsin1983	759190258726662145	RT @RealJamesWoods: The governor’s aides declined to make him available for an interview for this article. 		NOT in NY or Ca !!	Sun Sep 13 11:44:53 +0000 2020	2020	9	RT @RealJamesWoods: The governor’s aides declined to make him available for an interview for this article.
SergoPamboukian	245046798	"RT @nikolas_dm: O cara acerta todas kkkkkkkkkkk @jairbolsonaro 

"		Sao Paulo, Brazil	Sun Sep 13 11:44:53 +0000 2020	2020	9	RT @nikolas_dm: The guy hits all kkkkkkkkkkk @jairbolsonaro
GRUPO_METRO_MZA	799032032017993733	Argentina se convirtió en el quinto país con más casos graves de coronavirus en el mundo 		Mendoza, Argentina	Sun Sep 13 14:44:59 +0000 2020	2020	9	Argentina became the fifth country with the most serious cases of coronavirus in the world
Hidden_Gold	142185400	RT @atrupar: The US had 1,018 Covid deaths on Friday. Canada had 0. This is the cost of electing Republicans. 			Sun Sep 13 14:44:59 +0000 2020	2020	9	RT @atrupar: The US had 1,018 Covid deaths on Friday. Canada had 0. This is the cost of electing Republicans.
jtdessie	479815857	RT @SkyNews: Coronavirus: COVID testing programme 'in chaos' amid 185,000 swab backlog, leaked documents show  		Scotland 	Sun Sep 13 14:44:59 +0000 2020	2020	9	RT @SkyNews: Coronavirus: COVID testing programme 'in chaos' amid 185,000 swab backlog, leaked documents show
JonasBTTF	70164439	"@tokusatsu 
@PriFerrareze 
@tokusatsu 
@tokudocbr 
@rcsm777 
@NATALSOUZA 

""Que lindo! É um CORONAVÍRUS!"" 😂😂😂😂😂 -… "	10473422.0	Curitiba-PR, Brazil	Sun Sep 13 14:44:59 +0000 2020	2020	9	"@tokusatsu
@PriFerrareze
@tokusatsu
@tokudocbr
@ rcsm777
@NATALSOUZA

""Que lindo! É um CORONA VÍRUS!"" 😂😂😂😂😂 -…"
chrisyanke	23096040	"RT @MeetThePress: NEW: RNC chairwoman says history will vindicate Trump's coronavirus handling

 "		Lake Balboa, Los Angeles	Sun Sep 13 14:44:59 +0000 2020	2020	9	RT @MeetThePress: NEW: RNC chairwoman says history will vindicate Trump's coronavirus handling
johnmue60208842	1093636731134533637	@FREDDIE93492682 @SKihne @paulgazelka abt 200k died from covid-19 / conditions virus exacerbated. you know folks wh… 	1.1788581495515095e+18		Sun Sep 13 14:44:59 +0000 2020	2020	9	@FREDDIE93492682 @SKihne @paulgazelka abt 200k died from covid-19 / conditions virus exacerbated. you know folks wh…
ca_maxima	1003015970213040133	RT @todonoticias: Coronavirus: la Argentina se convirtió en el quinto país con más casos graves del mundo  			Sun Sep 13 14:44:59 +0000 2020	2020	9	RT @todonoticias: Coronavirus: Argentina became the fifth country with the most serious cases in the world
abcon1980	149916444	Hence, it is requested to look into this serious matter and take necessary steps to postpone the program till Covid… 	149916444.0	Guwahati, Assam, India.	Sun Sep 13 14:44:59 +0000 2020	2020	9	Hence, it is requested to look into this serious matter and take necessary steps to postpone the program till Covid…
Nadeem38054179	1189010520210325504	"@Piyali53880331 @majorgauravarya In the month of Moharram these things can happen

I didn't say it's Moharram's pro… "	1.0979295229958144e+18		Sun Sep 13 14:44:58 +0000 2020	2020	9	"@Piyali53880331 @majorgauravarya In the month of Moharram these things can happen

I didn't say it's Moharram's pro…"
natty4bumpo	30168505	Link:  		Chattanooga, TN, USA	Sun Sep 13 14:44:58 +0000 2020	2020	9	Link:
DenisMacShane	79737242	Hmm. This year far fewer French went abroad for summer hols instead vacationing in 🇫🇷 but after 2 months of staycat… 			Sun Sep 13 14:44:58 +0000 2020	2020	9	Hmm. This year far fewer French went abroad for summer hols instead vacationing in 🇫🇷 but after 2 months of staycat…
CruellasBFF	1034923831289364483	@GOPChairwoman @realDonaldTrump Ronna is on MTP this morning trying desperately to rewrite Trump's response to COVI… 	2353605901.0	38.9072 ° N, 77.0369° W	Sun Sep 13 14:44:58 +0000 2020	2020	9	@GOPChairwoman @realDonaldTrump Ronna is on MTP this morning trying desperately to rewrite Trump's response to COVI…
DizzyD78	58539647	@planetjedward 1/2 Lost my mum in a care home in May. Daughter is a front line nurse. She's had covid, luckily surv… 	95461802.0	Britain	Sun Sep 13 14:44:58 +0000 2020	2020	9	@planetjedward 1/2 Lost my mum in a care home in May. Daughter is a front line nurse. She's had covid, luckily surv…
densitypjm	588674658	@potatosamoo no someone in my family got tested and it's not covid, just the flu, but i won't be leaving my house t… 	9.898753809735188e+17	he/him | bts ptg the rose	Sun Sep 13 14:44:58 +0000 2020	2020	9	@potatosamoo no someone in my family got tested and it's not covid, just the flu, but i won't be leaving my house t…
abcon1980	149916444	Also, it is almost impossible to maintain the Covid protocols like social distancing during such works since it wil… 	149916444.0	Guwahati, Assam, India.	Sun Sep 13 14:44:58 +0000 2020	2020	9	Also, it is almost impossible to maintain the Covid protocols like social distancing during such works since it wil…
FaithTwenty20	1963097234	44 first responders have died due to complications of COVID reported on @CBSSunday - the weight of grief on r shoul… 		United States	Sun Sep 13 14:44:58 +0000 2020	2020	9	44 first responders have died due to complications of COVID reported on @CBSSunday - the weight of grief on r shoul…
mariamuser	44157878	RT @RobRobbEdwards: Tories bail out 'barbaric fox hunters' with £50,000 cash to survive coronavirus 		Milan - London 🇪🇺 /UK	Sun Sep 13 14:44:58 +0000 2020	2020	9	RT @RobRobbEdwards: Tories bail out 'barbaric fox hunters' with £50,000 cash to survive coronavirus
AKPips	2230147639	"RT @CP24: West Toronto strip club voluntarily closes after 7 COVID-19 cases, officials urge attendees to self-monitor for symptoms
"		Canada	Sun Sep 13 14:44:58 +0000 2020	2020	9	RT @CP24: West Toronto strip club voluntarily closes after 7 COVID-19 cases, officials urge attendees to self-monitor for symptoms
FrankJannuzi	829945724	@LorenCosby @brianklaas @GlennKesslerWP If this is the “lesson” of last four years, then Trump’s relentless attacks… 	2241379692.0	Charles Village, Baltimore, MD	Sun Sep 13 14:44:57 +0000 2020	2020	9	@LorenCosby @brianklaas @GlennKesslerWP If this is the “lesson” of last four years, then Trump’s relentless attacks…
RoxxWolf	2879948327	"RT @nytimes: The coronavirus may invade brain cells, hijacking them to make copies of itself and starving their neighbors to death.
"		Malaga	Sun Sep 13 14:44:57 +0000 2020	2020	9	RT @nytimes: The coronavirus may invade brain cells, hijacking them to make copies of itself and starving their neighbors to death.
joseramonrussia	425476788	Coronavirus España directo: Cataluña registra 852 casos y 7 fallecidos en las últimas 24 horas 		Ciudad Bolivar	Sun Sep 13 14:44:57 +0000 2020	2020	9	Coronavirus Spain direct: Catalonia registers 852 cases and 7 deaths in the last 24 hours
anpl215	3040356707	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 		FL	Sun Sep 13 14:44:57 +0000 2020	2020	9	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 
SailFree	16601559	"RT @LiberatedCit: Study by Researchers at UCLA and Stanford Finds Coronavirus “Ten Times Less Fatal than First Thought” (Video)
"		Yorktown, Virginia	Sun Sep 13 14:44:57 +0000 2020	2020	9	RT @LiberatedCit: Study by Researchers at UCLA and Stanford Finds Coronavirus “Ten Times Less Fatal than First Thought” (Video)
RedAvia	316659892	RT @atrupar: The US had 1,018 Covid deaths on Friday. Canada had 0. This is the cost of electing Republicans. 			Sun Sep 13 14:44:56 +0000 2020	2020	9	RT @atrupar: The US had 1,018 Covid deaths on Friday. Canada had 0. This is the cost of electing Republicans.
JeanFeeney3	1041318026451152896	President Biden keeps his promises,no matter how big or small. @realDonaldTrump you have not kept one promise..i.e.… 			Sun Sep 13 14:44:56 +0000 2020	2020	9	President Biden keeps his promises,no matter how big or small. @realDonaldTrump you have not kept one promise..i.e.…
tioneada	1156668388703395841	"@M_T_Franz Tests VS Tote - Österreich, 13.09.20
Quelle: "	2765750460.0	Zürich, Schweiz	Sun Sep 13 14:44:56 +0000 2020	2020	9	"@M_T_Franz Tests VS Tote - Austria, 09/13/20
Source:"
Silence21240183	1239027843738165248	RT @FortuneMagazine: Hong Kong’s citywide COVID-19 testing has become a barometer of public trust 			Sun Sep 13 14:44:56 +0000 2020	2020	9	RT @FortuneMagazine: Hong Kong’s citywide COVID-19 testing has become a barometer of public trust
MTVEnglishNews	1089342374	Tenenti: 90 peacekeepers tested positive for COVID-19 and are in complete isolation 		Naccache, Lebanon	Sun Sep 13 14:44:55 +0000 2020	2020	9	Tenenti: 90 peacekeepers tested positive for COVID-19 and are in complete isolation
voteblu98380358	1284491188616278018	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 		Fruit Cove, FL	Sun Sep 13 14:44:55 +0000 2020	2020	9	RT @charlesadler: We wash hands, distance, don't spit in our neighbors faces, wear masks &amp; trust science. We're Canadian. 
anamafalda1992	187517194	Zimbabwe: Mnangagwa Felt Chin'ono 'Crossed the Line' for Exposing Family's Covid-19 Deals 			Sun Sep 13 14:44:55 +0000 2020	2020	9	Zimbabwe: Mnangagwa Felt Chin'ono 'Crossed the Line' for Exposing Family's Covid-19 Deals
EveretMarsh	1181603236748386304	@KwikWarren Subliminal messages piped through  the media? Free Hot Dogs? A sheriff shooting at the backs of their f… 	842432472.0	Southeastern United States	Sun Sep 13 14:44:55 +0000 2020	2020	9	@KwikWarren Subliminal messages piped through  the media? Free Hot Dogs? A sheriff shooting at the backs of their f…
DonMadrid	17590855	@SavannahSaint @marklevinshow Cancer claimed over 600,000 lives in 2019.  650,000 from heart disease. Diabetes, 80,… 	355452950.0	Madrid, Spain	Sun Sep 13 14:44:55 +0000 2020	2020	9	@SavannahSaint @marklevinshow Cancer claimed over 600,000 lives in 2019.  650,000 from heart disease. Diabetes, 80,…
DreskyOrtiz	1053718527671197698	"En Austria se está enfrentando a la segunda ola de la pandemia. ""Lo que estamos viviendo actualmente es el comienzo… "			Sun Sep 13 17:44:59 +0000 2020	2020	9	"In Austria, it is facing the second wave of the pandemic. ""What we are currently experiencing is the beginning ..."
joaumdoistres	15025348	@dr_pampers Só que a hipótese “coronavírus pode ser transmitido via chamada de vídeo” é tão esdrúxula que tem impla… 	15025348.0		Sun Sep 13 17:44:59 +0000 2020	2020	9	@dr_pampers Only the hypothesis “coronavirus can be transmitted via video call” is so weird that it has implants…
Lladomadrid	311910758	RT @EduardoFRub: Con 2,5 millones se podían contratar 1300 rastreadores. Pero Ayuso se gasta 4,5 en ayudas al toro de lidia. 		Madrid	Sun Sep 13 17:44:59 +0000 2020	2020	9	RT @EduardoFRub: With 2.5 million you could hire 1,300 trackers. But Ayuso spends 4.5 on aid to the fighting bull.
Joshsigel2	1304517640803811333	RT @GalloJusticiero: El Gobierno prohibirá hasta 2021 el despido por coronavirus 			Sun Sep 13 17:44:59 +0000 2020	2020	9	RT @GalloJusticiero: The Government will prohibit dismissal due to coronavirus until 2021
Leeds_guy	20635049	RT @BBCLookNorth: Coronavirus: Bradford has worst test-and-trace rate in England 		Leeds	Sun Sep 13 17:44:59 +0000 2020	2020	9	RT @BBCLookNorth: Coronavirus: Bradford has worst test-and-trace rate in England
martywombacher	15133839	@PinYoungActress They're doing it so they can have giant crowds. These are Covid 19 super-spreader events and hopef… 	34385964.0	Peoria, Illinois	Sun Sep 13 17:44:59 +0000 2020	2020	9	@PinYoungActress They're doing it so they can have giant crowds. These are Covid 19 super-spreader events and hopef…
