Username	UserID	Tweet	Reply_to	Location	Date	Coordinates	Tweet_Translated
tribunephl	1005738156665106433	Metro Manila mayors have agreed to reimpose a “unified” 8 p.m. to 5 a.m. curfew in the capital region in a bid to c… 		Makati City	Wed Aug 19 02:44:49 +0000 2020		Metro Manila mayors have agreed to reimpose a “unified” 8 p.m. to 5 a.m. curfew in the capital region in a bid to c…
coleenschofield	16702843	RT @Reuters: Coronavirus pandemic now driven by younger adults: WHO 		Rochester, NY, USA	Wed Aug 19 02:44:48 +0000 2020		RT @Reuters: Coronavirus pandemic now driven by younger adults: WHO
MarsG196	1342744724	@DragonLuva3 @traugott_sarah @nprpolitics Well he’s doing it if we like it or not. Social security funds were runni… 	270584210.0		Wed Aug 19 02:44:48 +0000 2020		@DragonLuva3 @traugott_sarah @nprpolitics Well he’s doing it if we like it or not. Social security funds were runni…
news18dotcom	284920800	"The World Health Organisation  said ""changes in viruses happen all the time"", after a new Covid-19 mutation was dis… "		India	Wed Aug 19 02:44:47 +0000 2020		"The World Health Organisation  said ""changes in viruses happen all the time"", after a new Covid-19 mutation was dis…"
DrEllenLeMosy	1010914442761076736	"Georgia = state where you are most likely to meet coronavirus. Congratulations!
"		Georgia, USA	Wed Aug 19 02:44:45 +0000 2020		Georgia = state where you are most likely to meet coronavirus. Congratulations!
RAllenGilliam	1049426673391861760	@realDonaldTrump Our positive rate is high which indicates we are not testing enough given the population and size… 	25073877.0	Earth, on the surface of	Wed Aug 19 02:44:44 +0000 2020		@realDonaldTrump Our positive rate is high which indicates we are not testing enough given the population and size…
Albertarocksit	972874928721555456	@greg_scott84 @J0seS1lveira Trump fired Fauci as an 'advisor' and replaced him with a real human being named Dr. Sc… 	1.0422632778356777e+18	Alberta, Canada	Wed Aug 19 02:44:40 +0000 2020		@greg_scott84 @J0seS1lveira Trump fired Fauci as an 'advisor' and replaced him with a real human being named Dr. Sc…
Sean_Leaver	1621840897	"RT @dynarski: It’s been a depressing day 

of watching higher ed march into a disaster 

that’s been foreseeable for months

"			Wed Aug 19 02:44:39 +0000 2020		"RT @dynarski: It’s been a depressing day 

of watching higher ed march into a disaster 

that’s been foreseeable for months"
meabap	1089578199363842049	@Deh_Bone_Air Coronavirus coming around the side 	1.1449858201448407e+18	The Lanai	Wed Aug 19 02:44:39 +0000 2020		@Deh_Bone_Air Coronavirus coming around the side
TatianaGlobal	338383504	"RT @IndiaToday: World nowhere near coronavirus immunity needed to induce herd immunity, says WHO 

"		New York, NY	Wed Aug 19 02:44:39 +0000 2020		RT @IndiaToday: World nowhere near coronavirus immunity needed to induce herd immunity, says WHO
CoachGrayson20	27347315	RT @CoachIrsikSHS: New U.S. Coronavirus Cases Slip to Lowest Since Late June - WSJ 		Wichita,  Ks	Wed Aug 19 02:44:34 +0000 2020		RT @CoachIrsikSHS: New U.S. Coronavirus Cases Slip to Lowest Since Late June - WSJ
hanis_hh	210340435	RT @Independent: Australia signs coronavirus vaccine deal and says it will be free for all its citizens 		Borneo Island, Malaysia	Wed Aug 19 02:44:34 +0000 2020		RT @Independent: Australia signs coronavirus vaccine deal and says it will be free for all its citizens
Sadafsayeed	99331852	18.9 million salaried people lost jobs because of #COVID19 till July. Guess @IndiaToday popularity survey didn’t co… 		Delhi India	Wed Aug 19 02:44:33 +0000 2020		18.9 million salaried people lost jobs because of #COVID19 till July. Guess @IndiaToday popularity survey didn’t co…
MikeSgroi21	161862425	Scientists are now using dogs to sniff for the coronavirus. So far, all the dogs have ran down to Florida. 		NYC/NJ	Wed Aug 19 02:44:33 +0000 2020		Scientists are now using dogs to sniff for the coronavirus. So far, all the dogs have ran down to Florida.
leeicewitz1	973681567724900353	RT @GrandpaSnarky: Trump Brags COVID Is God Testing His Greatness 		Earth	Wed Aug 19 02:44:59 +0000 2020		RT @GrandpaSnarky: Trump Brags COVID Is God Testing His Greatness
vasudevg	11555722	RT @TOIDelhi: Covid-19: DMRC announces salary cut of nearly 12,000 employees 		Bangalore, India	Wed Aug 19 02:44:59 +0000 2020		RT @TOIDelhi: Covid-19: DMRC announces salary cut of nearly 12,000 employees
BWolmers	1663069568	"RT @WillieRaynor: Wake up to #BeatCOVID19: 
@Petchary @siresteband @indidlk"		Wolmers Trust School for Boys 	Wed Aug 19 02:44:59 +0000 2020		"RT @WillieRaynor: Wake up to #BeatCOVID19: 
@Petchary @siresteband @indidlk"
Shancy_O	1277608825214980098	"RT @barstoolsports: It Would Appear As Though Wuhan No Longer Gives A Single Fuck About Coronavirus
"		United States of America	Wed Aug 19 02:44:59 +0000 2020		RT @barstoolsports: It Would Appear As Though Wuhan No Longer Gives A Single Fuck About Coronavirus
wisbey_barbara	1272663342352482305	LA County Reports Another 64 Coronavirus Deaths 			Wed Aug 19 02:44:59 +0000 2020		LA County Reports Another 64 Coronavirus Deaths
metz_chance	1069867279	RT @WKBN: Group protests cancellation of Austintown concerts, trustee in middle of controversy 		Austintown, Ohio	Wed Aug 19 02:44:58 +0000 2020		RT @WKBN: Group protests cancellation of Austintown concerts, trustee in middle of controversy
MariaGrasmick	42410634	"@DavidJHarrisJr The title of Andrew Cuomo new book on how he handled the coronavirus should be called 

⚪The States… "	3530404094.0	Buffalo, NY	Wed Aug 19 02:44:58 +0000 2020		"@DavidJHarrisJr The title of Andrew Cuomo new book on how he handled the coronavirus should be called 

⚪The States…"
IslandInTime	3312423156	RT @timescolonist: B.C. sets record for most active COVID-19 infections: 775 		Courtenay-Comox	Wed Aug 19 02:44:58 +0000 2020		RT @timescolonist: B.C. sets record for most active COVID-19 infections: 775
TomsWorkbench	16471906	"@IngrahamAngle Build that castle on quicksand ...

"	50769180.0	Tampa Bay, FL	Wed Aug 19 02:44:58 +0000 2020		@IngrahamAngle Build that castle on quicksand ...
ATree02645601	1136095161639952384	@Marer777klaM @sahilkapur Nope, that's not why they moved COVID-19 patients around from hospitals to nursing homes.… 	1.2894202954392945e+18		Wed Aug 19 02:44:57 +0000 2020		@Marer777klaM @sahilkapur Nope, that's not why they moved COVID-19 patients around from hospitals to nursing homes.…
mtskls00	224893073	RT @drdavidsamadi: Glad Dr. Fauci is starting to realize that mandates don’t work in America. 		Chicago, IL	Wed Aug 19 02:44:57 +0000 2020		RT @drdavidsamadi: Glad Dr. Fauci is starting to realize that mandates don’t work in America.
aubergine_man87	1184608974240243713	//I got bad news, luckily it isn’t total annihilation. My mom has tested positive for COVID-19, luckily the effects… 		That’s Private	Wed Aug 19 02:44:56 +0000 2020		//I got bad news, luckily it isn’t total annihilation. My mom has tested positive for COVID-19, luckily the effects…
LawMacMoore	2902432202	RT @SMTuffy: I’ve done an explainer on US Colleges’ Covid Plans 		Dallas, TX	Wed Aug 19 02:44:55 +0000 2020		RT @SMTuffy: I’ve done an explainer on US Colleges’ Covid Plans
Team_rcb_	3104268656	65000+ covid cases in single day , we don't wanna go out in this alarming pandemic situation , we don't have transp… 			Wed Aug 19 02:44:55 +0000 2020		65000+ covid cases in single day , we don't wanna go out in this alarming pandemic situation , we don't have transp…
ibetdiz	814295384210059264	RT @cnnphilippines: Here's how vaccines are developed 👇🏽 		Republic of the Philippines	Wed Aug 19 02:44:55 +0000 2020		RT @cnnphilippines: Here's how vaccines are developed 👇🏽
gh_owe	1295907855581814784	@NAkufoAddo Mr. President, this is a link to animation video on COVID 19, I would be glad… 	247217109.0	Kumasi	Wed Aug 19 02:44:55 +0000 2020		@NAkufoAddo Mr. President, this is a link to animation video on COVID 19, I would be glad…
Nhim007	183641004	"RT @TheMindsculpter: Thousands attend pool party in Wuhan, China, the city where COVID-19 first emerged 

And every…"		United States	Wed Aug 19 02:44:55 +0000 2020		"RT @TheMindsculpter: Thousands attend pool party in Wuhan, China, the city where COVID-19 first emerged 

And every…"
7shariq	229823646	@shelo9 @MunaAlshamsi Yesterday few folks went to a free covid screening centre  in sharjah. No physical distancing… 	25954742.0		Wed Aug 19 02:44:55 +0000 2020		@shelo9 @MunaAlshamsi Yesterday few folks went to a free covid screening centre  in sharjah. No physical distancing…
Nipponfafa	607803303	"RT @3AW693: Encouraging.
"		Geelong	Wed Aug 19 02:44:55 +0000 2020		RT @3AW693: Encouraging.
HumblePride1	358890507	RT @WRAL: Breaking News: NC State University identifies two coronavirus clusters 		Boston, MA	Wed Aug 19 02:44:55 +0000 2020		RT @WRAL: Breaking News: NC State University identifies two coronavirus clusters
tmic1968	739104423683710976	@NYGovCuomo Andrew Cuomo is bragging about how good hedid handling the Coronavirus, which isamazing because he is t… 	232268199.0	Mount Juliet, TN	Wed Aug 19 02:44:55 +0000 2020		@NYGovCuomo Andrew Cuomo is bragging about how good hedid handling the Coronavirus, which isamazing because he is t…
StellarSeal	711702932945653760	@SFDukie I'd love to have your support as you seem to understand! I'm not even asking for e… 	2851359505.0	AK-SD	Wed Aug 19 02:44:54 +0000 2020		@SFDukie I'd love to have your support as you seem to understand! I'm not even asking for e…
LuparaCosoleto	1265712874191613952	@Sky03413577 Yes almost desperately I think. Even calling people “ cynical”, and a threat to the health system lol… 	1.2864482989669745e+18		Wed Aug 19 02:44:54 +0000 2020		@Sky03413577 Yes almost desperately I think. Even calling people “ cynical”, and a threat to the health system lol…
Vswizzzle	1406689304	"They really have the caucasity to put up the Hawaiian flag 

And this is why Hawai`i’s Covid-19 cases are increasin… "		maui, hi	Wed Aug 19 02:44:54 +0000 2020		"They really have the caucasity to put up the Hawaiian flag 

And this is why Hawai`i’s Covid-19 cases are increasin…"
heathermaher	2316360012	"This is a great program, please help if you can.
"		Washington, DC	Wed Aug 19 02:44:53 +0000 2020		This is a great program, please help if you can.
expat_4_ever	948205106465558533	@iammuslim_ @DeniseDews @DWUhlfelderLaw If you catch Covid and have cancer, Covid will kill you because you have an… 	1.0124296538422354e+18		Wed Aug 19 02:44:53 +0000 2020		@iammuslim_ @DeniseDews @DWUhlfelderLaw If you catch Covid and have cancer, Covid will kill you because you have an…
TiminerCom	1201338964818505731	The world changes, the work changes! The COVID-19 changes our world. It not only causes challenges, but also bring… 		Canada	Wed Aug 19 02:44:53 +0000 2020		The world changes, the work changes! The COVID-19 changes our world. It not only causes challenges, but also bring…
suziqleigh	32487797			United States	Wed Aug 19 02:44:53 +0000 2020		
BinteZain	2322672482	"RT @TechUnityInc: Malware is down, but IoT and ransomware attacks are up
#IoT #Ransomware #CyberAtack #Malware #Cor…"		Karachi, Pakistan	Wed Aug 19 05:44:59 +0000 2020		"RT @TechUnityInc: Malware is down, but IoT and ransomware attacks are up
#IoT #Ransomware #CyberAtack #Malware #Cor…"
VivekRavaliya1	1141593817042153473	@skips_ahmedabad In coronavirus I think many product to sales into house or healthcare related like to Bicycles and… 	1933854776.0		Wed Aug 19 05:44:57 +0000 2020		@skips_ahmedabad In coronavirus I think many product to sales into house or healthcare related like to Bicycles and…
ZimplyRajan	4681653674	RT @charmyh: The frightening after effects of Covid-19 		Milky way Galaxy	Wed Aug 19 05:44:56 +0000 2020		RT @charmyh: The frightening after effects of Covid-19
nonikeepsitreal	1241392064408903682	@LindaLiberty9 @radisson52 We are being lied to and manipulated! Don’t wear a mask! Wear a mask! We are being playe… 	1.1653988110088192e+18	USA	Wed Aug 19 05:44:55 +0000 2020		@LindaLiberty9 @radisson52 We are being lied to and manipulated! Don’t wear a mask! Wear a mask! We are being playe…
StephenJoyner1	374253165	"RT @FrankLuntz: The S&amp;P 500 has now gained back all its losses since the start of the #coronavirus pandemic.

"		Dallas, TX, USA	Wed Aug 19 05:44:55 +0000 2020		"RT @FrankLuntz: The S&amp;P 500 has now gained back all its losses since the start of the #coronavirus pandemic.

"
newsfilterio	1134049078424162304	German institute says coronavirus vaccinations could start in early 2021 $MRNA $AZN $PFE 		New York, NY	Wed Aug 19 05:44:53 +0000 2020		German institute says coronavirus vaccinations could start in early 2021 $MRNA $AZN $PFE
llstudent08	200697773	RT @monkeybone64: Trump: More Americans Have Died Under My Watch Than Michelle Obama Gives Me Credit For #SmartNews  			Wed Aug 19 05:44:52 +0000 2020		RT @monkeybone64: Trump: More Americans Have Died Under My Watch Than Michelle Obama Gives Me Credit For #SmartNews
wise_forever	1184301207348596737	RT @Walt_Handelsman: #2020 Virtual Conventions #DNC #coronavirus for more cartoons: 		In My Own Head	Wed Aug 19 05:44:52 +0000 2020		RT @Walt_Handelsman: #2020 Virtual Conventions #DNC #coronavirus for more cartoons:
robert_spalding	14308180	If the CCP’s 2020 coronavirus campaign is successful in achieving the election of Joe Biden it will make Qiao Liang… 		Washington, DC	Wed Aug 19 05:44:50 +0000 2020		If the CCP’s 2020 coronavirus campaign is successful in achieving the election of Joe Biden it will make Qiao Liang…
tweetonlondon	3339230698	200 illegal parties were broken up in London in one weekend - Mixmag 		London	Wed Aug 19 05:44:50 +0000 2020		200 illegal parties were broken up in London in one weekend - Mixmag
CNBC	20402945	Chinese airlines could recover from coronavirus slump more quickly than their peers 		Englewood Cliffs, NJ	Wed Aug 19 05:44:50 +0000 2020		Chinese airlines could recover from coronavirus slump more quickly than their peers
renttry	1205736560630489089	"Book your Ride and reach on time.

Call For More Information 9358711333
Download our Mobile… "		India	Wed Aug 19 05:44:48 +0000 2020		"Book your Ride and reach on time.

Call For More Information 9358711333
Download our Mobile…"
18AKGOYAL	175612701	One in four Indians may have antibodies to fight coronavirus, show tests 			Wed Aug 19 05:44:48 +0000 2020		One in four Indians may have antibodies to fight coronavirus, show tests
steevestweet	394926038	RT @SafetyPinDaily: Coronavirus is spreading in schools, but the federal government isn't keeping count || Via: nbcnews 		Peachland, British Columbia	Wed Aug 19 05:44:47 +0000 2020		RT @SafetyPinDaily: Coronavirus is spreading in schools, but the federal government isn't keeping count || Via: nbcnews
l_bourhill	2538624796	"RT @jonrappoport: Why you shouldn’t believe anything the government says about COVID coronavirus vaccines and viruses...

"		Scotland, United Kingdom	Wed Aug 19 05:44:47 +0000 2020		RT @jonrappoport: Why you shouldn’t believe anything the government says about COVID coronavirus vaccines and viruses...
GMB	19424427	"'We managed to ring up and sing happy birthday and hope the love seeps through.'❤️

@kategarraway explains how she… "		London	Wed Aug 19 05:44:46 +0000 2020		"'We managed to ring up and sing happy birthday and hope the love seeps through.'❤️

@kategarraway explains how she…"
CNBCi	19898168	Chinese airlines could recover from coronavirus slump more quickly than their peers 			Wed Aug 19 05:44:46 +0000 2020		Chinese airlines could recover from coronavirus slump more quickly than their peers
allgreeny	180387482	8 days into semester, Notre Dame halts in-person classes as 146 students get coronavirus #schoolsreopening… 		London	Wed Aug 19 05:44:45 +0000 2020		8 days into semester, Notre Dame halts in-person classes as 146 students get coronavirus #schoolsreopening…
mariuly	134530053	RT @PandemicCovid20: #Coronavirus is spreading in schools, but the federal government isn't keeping count - 			Wed Aug 19 05:44:45 +0000 2020		RT @PandemicCovid20: #Coronavirus is spreading in schools, but the federal government isn't keeping count -
XpressOdisha	1179336322193838080	#Rourkela Municipal Corporation staffer succumbs to #coronavirus via @NewIndianXpress		Bhubaneswar	Wed Aug 19 05:44:44 +0000 2020		#Rourkela Municipal Corporation staffer succumbs to #coronavirus via @NewIndianXpress
BGirlSoCal	803046664353161217	@NinaBina4Peace @MollyJongFast It is being investigated in monkey kidney cells, where it has killed some virus/canc… 	1.277706895097299e+18	So Cal, District 45	Wed Aug 19 05:44:43 +0000 2020		@NinaBina4Peace @MollyJongFast It is being investigated in monkey kidney cells, where it has killed some virus/canc…
Cindytriplett2	946162553285099520	"RT @riseupmelbourne: Bombard this poll, people. Destroy it. For mandatory vaccination. We need as many as you can! 👊
 "			Wed Aug 19 05:44:42 +0000 2020		RT @riseupmelbourne: Bombard this poll, people. Destroy it. For mandatory vaccination. We need as many as you can! 👊
LakshmiAjay1	2903323400	"RT @scroll_in: Jharkhand Health Minister Banna Gupta also tested positive for the infection on Tuesday. 

Live blog: "		Bengaluru / Ahmedabad	Wed Aug 19 05:44:42 +0000 2020		"RT @scroll_in: Jharkhand Health Minister Banna Gupta also tested positive for the infection on Tuesday. 

Live blog:"
2020_spiritual	1279511356471828480	@medicalfreed0m @Just4TheCause A part of these thrown away masks go straight to the sea, killing whales and dolphin… 	1.217218301241254e+18		Wed Aug 19 05:44:42 +0000 2020		@medicalfreed0m @Just4TheCause A part of these thrown away masks go straight to the sea, killing whales and dolphin…
CapeTownFreeway	159074771	Congestion: N2 Outbound at Victoria, expect delays #CoronaVirus #StayHomeSaveLives #StayHomeStaySafe 		Cape Town //\/¯¯¯\/\	Wed Aug 19 05:44:41 +0000 2020	{'type': 'Point', 'coordinates': [-34.08631, 18.83635]}	Congestion: N2 Outbound at Victoria, expect delays #CoronaVirus #StayHomeSaveLives #StayHomeStaySafe
bashar_econ	1117164622296035328	"RT @dynarski: It’s been a depressing day 

of watching higher ed march into a disaster 

that’s been foreseeable for months

"		Lahore, Pakistan	Wed Aug 19 05:44:40 +0000 2020		"RT @dynarski: It’s been a depressing day 

of watching higher ed march into a disaster 

that’s been foreseeable for months"
Lamudi_PH	2315089813	Marking a significant milestone, Davao City celebrates the Kadayawan Festival via virtual platforms for the first t… 		Makati City	Wed Aug 19 05:44:40 +0000 2020		Marking a significant milestone, Davao City celebrates the Kadayawan Festival via virtual platforms for the first t…
fatsteak	401252046	"RT @Paramythia__: @ScottMorrisonMP Funded by Gates, rushed through and no liability?
"		Australia	Wed Aug 19 05:44:39 +0000 2020		RT @Paramythia__: @ScottMorrisonMP Funded by Gates, rushed through and no liability?
IvaSorin	1248427211281104896	@BebetTwitch Doctors in Sweden and Netherlands, where mask isn't mandatory, from North America Many people don't kn… 	1.2671230245846385e+18		Wed Aug 19 05:44:37 +0000 2020		@BebetTwitch Doctors in Sweden and Netherlands, where mask isn't mandatory, from North America Many people don't kn…
Michielyn	15487973	@iamjohnoliver @LastWeekTonight I was looking at a non-peer review study on oleandrin and COVID on PubMed and thoug… 	316389142.0		Wed Aug 19 05:44:37 +0000 2020		@iamjohnoliver @LastWeekTonight I was looking at a non-peer review study on oleandrin and COVID on PubMed and thoug…
voithite	16411026	@BBCBreakfast Your GP just telling us about ventilation to reduce risk of catching Coronavirus and we know risk of… 	143415291.0	Bolton, in the north of GB	Wed Aug 19 05:44:34 +0000 2020		@BBCBreakfast Your GP just telling us about ventilation to reduce risk of catching Coronavirus and we know risk of…
Craneman51M	3166112083	RT @guardian: Coronavirus Australia map: tracking new cases, Covid-19 stats and live data by state 		Savannah, GA	Wed Aug 19 05:44:33 +0000 2020		RT @guardian: Coronavirus Australia map: tracking new cases, Covid-19 stats and live data by state
annettesn011	1082509521120038917	Argentina exceeds 300,000 coronavirus cases, 6,000 deaths: health ministry | Article [AMP] | Reuters 		51°30′N 0°7′W	Wed Aug 19 05:44:32 +0000 2020		Argentina exceeds 300,000 coronavirus cases, 6,000 deaths: health ministry | Article [AMP] | Reuters
Franbo1712	3139888943	RT @ExcludedUK: @BorisJohnson and @RishiSunak have really got stop with their “world leading” nonsense. Take note! #ExcludedUK 		Didcot, England	Wed Aug 19 05:44:32 +0000 2020		RT @ExcludedUK: @BorisJohnson and @RishiSunak have really got stop with their “world leading” nonsense. Take note! #ExcludedUK
kdivies1	897571962897215488	RT @monkeybone64: Trump: More Americans Have Died Under My Watch Than Michelle Obama Gives Me Credit For #SmartNews  			Wed Aug 19 05:44:32 +0000 2020		RT @monkeybone64: Trump: More Americans Have Died Under My Watch Than Michelle Obama Gives Me Credit For #SmartNews
niadla	1104722743	The hidden impact of coronavirus on Gypsy, Roma Travellers TY @ConversationUK			Wed Aug 19 05:44:31 +0000 2020		The hidden impact of coronavirus on Gypsy, Roma Travellers TY @ConversationUK
MintlawFamLearn	1241456540990791683	Great fun with our S1 pupils on our COVID-safe S1 house challenge day yesterday. A great day! Thank your to all sta… 			Wed Aug 19 05:44:59 +0000 2020		Great fun with our S1 pupils on our COVID-safe S1 house challenge day yesterday. A great day! Thank your to all sta…
UteBeliever	321715990	@utedaddy @coreyc04 It's not an outlandish claim.If you think about the number of people that die from the flu, for… 	15724443.0	Utah	Wed Aug 19 05:44:59 +0000 2020		@utedaddy @coreyc04 It's not an outlandish claim.If you think about the number of people that die from the flu, for…
BinteZain	2322672482	"RT @TechUnityInc: Malware is down, but IoT and ransomware attacks are up
#IoT #Ransomware #CyberAtack #Malware #Cor…"		Karachi, Pakistan	Wed Aug 19 05:44:59 +0000 2020		"RT @TechUnityInc: Malware is down, but IoT and ransomware attacks are up
#IoT #Ransomware #CyberAtack #Malware #Cor…"
virginactiveSA	19529816	@NtolaSiqhamo @Phohlela1 We're ready and have submitted our Covid operational procedures and protocols for Governme… 	1.2757288409927311e+18	Cape Town, South Africa	Wed Aug 19 05:44:59 +0000 2020		@NtolaSiqhamo @Phohlela1 We're ready and have submitted our Covid operational procedures and protocols for Governme…
oeste985	95703434	Científica mexicana encontró lo que llamó, el talón de Aquiles del coronavirus. 		Panamá	Wed Aug 19 05:44:59 +0000 2020		A Mexican scientist found what she called the Achilles heel of the coronavirus.
BBmbhicks	2462670127	@danastas7 @Realwiz__ Actually they do allow 2 ...or did ..before (CHINA ) THEY decided to RELEASE COVID 19...BIOLO… 	1.1939556191050588e+18	Ozone Mountain 	Wed Aug 19 05:44:58 +0000 2020		@danastas7 @Realwiz__ Actually they do allow 2 ...or did ..before (CHINA ) THEY decided to RELEASE COVID 19...BIOLO…
kuni_9231	175967747	"RT @Kohei1961: マレーシアからの入国禁止しないと日本にも上陸するぞ!!

感染力が10倍高い新型コロナウイルスの変異体が感染者から検出される - GIGAZINE
"		JAPAN Chiba 邦道一家	Wed Aug 19 05:44:57 +0000 2020		"RT @ Kohei1961: If you do not ban entry from Malaysia, you will land in Japan !!

A mutant of the new coronavirus, which is 10 times more infectious, is detected in infected persons --GIGAZINE"
ROMYGEORGE4	1034443984079183872	@MoCA_GoI Sir @narendramodi Sir @AmitShah @DGCAIndia Not sure why transit at Dubai is not permitted by the Indian G… 	3619207820.0		Wed Aug 19 05:44:57 +0000 2020		@MoCA_GoI Sir @narendramodi Sir @AmitShah @DGCAIndia Not sure why transit at Dubai is not permitted by the Indian G…
VivekRavaliya1	1141593817042153473	@skips_ahmedabad In coronavirus I think many product to sales into house or healthcare related like to Bicycles and… 	1933854776.0		Wed Aug 19 05:44:57 +0000 2020		@skips_ahmedabad In coronavirus I think many product to sales into house or healthcare related like to Bicycles and…
bjp_arjav	170315809	"Recovered cases 2.93 times the number of active Covid-19 cases in country: @PMOIndia
@CRPaatil… "		Ahmedabad	Wed Aug 19 05:44:56 +0000 2020		"Recovered cases 2.93 times the number of active Covid-19 cases in country: @PMOIndia
@CRPaatil…"
Icanhearmusic	45290853	@ndtv As a contrast, in Australia, the Victorian premier, @DanielAndrewsMP has addressed PCs everyday for the last… 	45290853.0	Melbourne, Victoria, Australia	Wed Aug 19 05:44:56 +0000 2020		@ndtv As a contrast, in Australia, the Victorian premier, @DanielAndrewsMP has addressed PCs everyday for the last…
ZimplyRajan	4681653674	RT @charmyh: The frightening after effects of Covid-19 		Milky way Galaxy	Wed Aug 19 05:44:56 +0000 2020		RT @charmyh: The frightening after effects of Covid-19
nonikeepsitreal	1241392064408903682	@LindaLiberty9 @radisson52 We are being lied to and manipulated! Don’t wear a mask! Wear a mask! We are being playe… 	1.1653988110088192e+18	USA	Wed Aug 19 05:44:55 +0000 2020		@LindaLiberty9 @radisson52 We are being lied to and manipulated! Don’t wear a mask! Wear a mask! We are being playe…
KumarAshaya	1291596903272988672	@SwagatMohapat17 @arnabofficial7 Why do u think it irrelevant...this is the matter for 26 lac lives...won't u think… 	1.274646442812928e+18		Wed Aug 19 05:44:55 +0000 2020		@SwagatMohapat17 @arnabofficial7 Why do u think it irrelevant...this is the matter for 26 lac lives...won't u think…
Rajiv131313	844591345343848450	@HardeepSPuri @airindiain @FlyWithIX @PMOIndia @HMOIndia @MEAIndia @MoCA_GoI @PIB_India @MIB_India @IndianDiplomacy… 	2289628938.0		Wed Aug 19 05:44:55 +0000 2020		@HardeepSPuri @airindiain @FlyWithIX @PMOIndia @HMOIndia @MEAIndia @MoCA_GoI @PIB_India @MIB_India @ IndianDiplomacy…
ConorDougherty	105534413	@alexismadrigal I just think there's a lot of stuff that covid will expose. Just like empty storefronts, etc. Prosp… 	11107172.0	Oakland, CA	Wed Aug 19 05:44:55 +0000 2020		@alexismadrigal I just think there's a lot of stuff that covid will expose. Just like empty storefronts, etc. Prosp…
StephenJoyner1	374253165	"RT @FrankLuntz: The S&amp;P 500 has now gained back all its losses since the start of the #coronavirus pandemic.

"		Dallas, TX, USA	Wed Aug 19 05:44:55 +0000 2020		"RT @FrankLuntz: The S&amp;P 500 has now gained back all its losses since the start of the #coronavirus pandemic.

"
SittlerJr	714634593538805760	@realDonaldTrump I would just ignore it,it’s old news &amp; Mueller report made clear there was nothing there. It’s jus… 	25073877.0	Crofton, MD	Wed Aug 19 05:44:54 +0000 2020		@realDonaldTrump I would just ignore it,it’s old news &amp; Mueller report made clear there was nothing there. It’s jus… 
LiguriaOggi	84036971	Coronavirus in Liguria – 27 positivi in poche ore, 12 erano in vacanza all’estero 		Genova - Italia	Wed Aug 19 05:44:54 +0000 2020		Coronavirus in Liguria - 27 positive in a few hours, 12 were on vacation abroad
candice70012225	1295272264078942208	@saundees21 @Liraleolady @realDonaldTrump @DanSchultz2 @saundees21.....I am on your side!!!! Hospitals get money to… 	1.2810818045025853e+18		Wed Aug 19 05:44:53 +0000 2020		@saundees21 @Liraleolady @realDonaldTrump @DanSchultz2 @saundees21.....I am on your side!!!! Hospitals get money to…
newsfilterio	1134049078424162304	German institute says coronavirus vaccinations could start in early 2021 $MRNA $AZN $PFE 		New York, NY	Wed Aug 19 05:44:53 +0000 2020		German institute says coronavirus vaccinations could start in early 2021 $MRNA $AZN $PFE
VodafoneIN	61180382	@SukumaranRitesh Hi! We are sorry to inform you that, due to COVID-19 related restrictions there is delay for deliv… 	1.2865037055130624e+18	India	Wed Aug 19 05:44:53 +0000 2020		@SukumaranRitesh Hi! We are sorry to inform you that, due to COVID-19 related restrictions there is delay for deliv…
rollbackourtax	178697926	@Patrici15767099 @realDonaldTrump Actually it was Trump’s policies. Economy was sinking well before Covid. Covid ju… 	2510362008.0		Wed Aug 19 05:44:53 +0000 2020		@Patrici15767099 @realDonaldTrump Actually it was Trump’s policies. Economy was sinking well before Covid. Covid ju…
JogitaVekaria	1287710394518102019	@skips_ahmedabad Because of the COVID-19 we are all spending more time in our communities and neighbourhoods, and m… 	1933854776.0		Wed Aug 19 05:44:53 +0000 2020		@skips_ahmedabad Because of the COVID-19 we are all spending more time in our communities and neighbourhoods, and m…
ecaloshay	15779481	Anyone tinkering with COVID-19 data? 		Perth, Australia	Wed Aug 19 05:44:53 +0000 2020		Anyone tinkering with COVID-19 data?
CNvaper	724281307467894784	Teens who vape more at risk for COVID-19 - 2nd hand vapor isn't a thing ... via @YouTube		Lethbridge, Alberta	Wed Aug 19 05:44:52 +0000 2020		Teens who vape more at risk for COVID-19 - 2nd hand vapor isn't a thing ... via @YouTube
_jsfp_	3005535781	"RT @soompi: ""#ILAND"" Trainees And Cast Members Test Negative For COVID-19 + Program Resumes Filming
"		Honduras☁	Wed Aug 19 05:44:52 +0000 2020		"RT @soompi: ""#ILAND"" Trainees And Cast Members Test Negative For COVID-19 + Program Resumes Filming"
anusha_srini	1596987152	I'm listening to 'What if COVID-19 doesn’t go away?' with the ABC listen app 🧚‍♀️#auspol  		Earth 	Wed Aug 19 05:44:52 +0000 2020		I'm listening to 'What if COVID-19 doesn’t go away?' with the ABC listen app 🧚‍♀️#auspol
estevens1609	319874181	"RT @ParisMatch: Plus de 16.000 cas en France en une semaine, un vaccin ""prometteur""... le point sur le coronavirus "		50.448088,3.190922	Wed Aug 19 05:44:52 +0000 2020		"RT @ParisMatch: More than 16,000 cases in France in one week, a ""promising"" vaccine ... update on the coronavirus"
