	Username	UserID	Tweet	Reply_to	Location	Date	Coordinates
2960	JacoboMalulan	1077747574944215040	RT @zxk0001: Apparently the coronavirus has reached Europe but it’s calm because the UK leaves Europe today 		New York, USA	Sat Feb 01 15:59:55 +0000 2020	
2961	jnbuisson	48333685	Coronavirus : non, Le Parisien n’a pas annoncé de cas à Alfortville ou Corbeil - Le Parisien 		Paris	Sat Feb 01 15:59:55 +0000 2020	
2962	ediljose64	110778467	RT @AlbertoRodNews: Científicos de Francia lograron aislar cepas del nuevo coronavirus 			Sat Feb 01 15:59:55 +0000 2020	
2963	domainer78	26957796	Coronavirus to Begin Destroying Global Supply Chains Within Next 3 Weeks via @epochtimes		Texas	Sat Feb 01 15:59:54 +0000 2020	
2964	Romarhasit	2595126668	"RT @choculate: Really appreciated the humanity act! 
 
#coronavirus #CoronavirusOutbreak "		taga-boljo 	Sat Feb 01 15:59:54 +0000 2020	
2965	TheNewsTodayPak	1083777484477423616	#Coronavirus: No Pakistani will be allowed to travel back from #China till completion of 14-day quarantine, Pak gov… 		Pakistan	Sat Feb 01 15:59:54 +0000 2020	
2966	WilgeV	1216740606225145862	RT @RTultimahora: Confirman el primer caso del coronavirus en España 		Ciudad Autónoma de Buenos Aire	Sat Feb 01 15:59:54 +0000 2020	
2967	elarsenalmx	108823074	Por coronavirus, Apple cierra todas sus tiendas en China 		Ciudad de México	Sat Feb 01 15:59:53 +0000 2020	
2968	lpatipm	3891232121	RT @HimarRT: El coronavirus sintiendo el calorsito en La Gomera 		:)	Sat Feb 01 15:59:53 +0000 2020	
2969	kmizquierdo	160751263	RT @howroute: Another gruesome scene from China. Appears this woman refuses to be quarantined. #coronavirus 			Sat Feb 01 15:59:53 +0000 2020	
2970	SigTonero	288938935	"We humbly announce that we have an epidemic named deadly Lassa Fever outbreak here.
Please keep your coronavirus in… "		Nigeria	Sat Feb 01 15:59:52 +0000 2020	
2971	gabss_190	1218015255630163969	RT @MussumAlive: Coronavírus chegando no Brasil pro carnaval de rua 			Sat Feb 01 15:59:52 +0000 2020	
2972	clumf	19963717	"RT @DavidB45212563: The 4 coaches collecting potential Coronavirus patients flown in from China. 
Look closely, we are doomed. "		Liverpool	Sat Feb 01 15:59:52 +0000 2020	
2973	GlobalReina	82742950	A great update thread on the Coronavirus from @unseen1_unseen 		Indianapolis, IN	Sat Feb 01 15:59:52 +0000 2020	
2974	MuammerKilic6	921747794079207425	ABD'de koronavirüs coronavirus paniği! Acil durum ilan edildi |Video 			Sat Feb 01 15:59:52 +0000 2020	
2975	roadwish1	2525601571	RT @devinedianakin: @LibertyBlitz @_whitneywebb 		United Kingdom	Sat Feb 01 15:59:52 +0000 2020	
2976	JimJarvo	1690736826	"Oh it goes much deeper than this and this hasn`t happened in just  a decade or two... ""Coronavirus Outbreak Exposes… "		Deutschland	Sat Feb 15 11:59:42 +0000 2020	
2977	kimshurtleff	17531651	The consequences of a coronavirus task force made almost entirely of men 		Colorado Springs, CO	Tue Mar 03 10:59:55 +0000 2020	
2978	skutchn4screw	3146123913	RT @DatPiff: The NBA has suspended the season due to coronavirus 😳 		Da Trap 💙🏚💰	Thu Mar 12 02:29:59 +0000 2020	
2979	hcrffngo	2263595708	RT @WHOPhilippines: Watch the just concluded press conference by @DOHgov on the novel #coronavirus: 		Lake Worth, FL	Tue Jan 21 21:59:59 +0000 2020	
2980	ughh________	2970734763	"RT @TomSteyer: This is why we can’t afford a White House that ignores scientists and experts.
"			Tue Jan 21 21:59:58 +0000 2020	
2981	Bert33a	17267467	"RELAX- EVERY YEAR THEY COME UP WITH A NEW NEW SCARE...
USUALLY ITS EBOLA...🙄 Anything to push the vaccine agenda..T… "		Philly	Tue Jan 21 21:59:58 +0000 2020	
2982	CBSNews	15012486	Stocks decline on concerns about coronavirus in China 		New York, NY	Tue Jan 21 21:59:57 +0000 2020	
2983	enas_puertorico	1186622474080964608	RT @WADeptHealth: UPDATE: News Release: Case of 2019 novel coronavirus confirmed in Washington state resident 		Puerto Rico	Tue Jan 21 21:59:57 +0000 2020	
2984	27Maribeljs	2560304431	RT @lasillarota: ¡Cada vez más cerca! Llega primer caso de neumonía china a Estados Unidos. Estos son los reportes: 		Puebla, Pue.	Tue Jan 21 21:59:54 +0000 2020	
2985	mariazamora596	411124103	1st U.S. case of deadly new coronavirus found in Wash. state, report says 		Yakima,Washington	Tue Jan 21 21:59:53 +0000 2020	
2986	RealJChen92	94973754	RT @WHOPhilippines: Do you have questions about #coronavirus? Watch this brief video! 		Fremont, CA	Tue Jan 21 21:59:52 +0000 2020	
2987	oxitocina_pura	168216261	RT @subrayadomexico: #Coronavirus, el nuevo virus que pone en alerta al mundo 			Tue Jan 21 21:59:52 +0000 2020	
2988	yvrairport	96006812	@Colton_Boreen @benwilson1130 @GovCanHealth Hi Colton, you can read the latest info here: 	338009414.0	Vancouver, B.C. Canada	Tue Jan 21 21:59:51 +0000 2020	
2989	L_EXCELLENCE_57	2353401888	"RT @sputnik_fr: ⚡ #Urgent | États-Unis: premier cas avéré du #coronavirus qui a frappé la #Chine
"		France, Moselle, Metz (57)  	Tue Jan 21 21:59:51 +0000 2020	
2990	terrabyne	1216199487439417344	Can someone explain why everytime there is a virus outbreak somewhere, someone decides it's a good idea to travel b… 			Tue Jan 21 21:59:51 +0000 2020	
2991	OwsWills	420468181	"@NPR Coronavirus is quite common, and can cause respiratory illnesses, such as pneumonia or bronchitis.

It’s varia… "	5392522.0	🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺	Tue Jan 21 21:59:48 +0000 2020	
2992	april_k27953	925550853624180736	1st case of coronavirus from China confirmed in U.S. 		United States	Tue Jan 21 21:59:48 +0000 2020	
2993	RadioPuntoGT	299809292	#Nacionales | Autoridades del Ministerio de Salud Pública y Asistencia Social instalan kiosco en Aeropuerto Interna… 		Guatemala	Tue Jan 21 21:59:47 +0000 2020	
2994	stanleymwc	16229683	And this is how #coronavirus spreads...😂 #LoveIsIand 		All over	Tue Jan 21 21:59:46 +0000 2020	
2995	MythSerene	3381197279	@IamKarenBoBaran @caramba0309 @Boston_Grandpa @BostonStrongB @actionp24 @ACJJustice @DCooper_Resists @Cptnrwrpnts… 	3381197279.0	Massachusetts, USA	Tue Jan 21 21:59:45 +0000 2020	
2996	awomine	319057035	We are pretending in Nigeria like we're not aware of d outbreak of Coronavirus in China with about 300 confirmed ca… 			Tue Jan 21 21:59:45 +0000 2020	
2997	victoria_alb3	743543711896854532	"Officials have confirmed the first case of #coronavirus in the U.S. Here's what you need to know: 

"		Manhattan, NY	Tue Jan 21 21:59:45 +0000 2020	
2998	DiegoVN29	854430065924374529	"RT @DJD_EGO: “Nosotros no nos vamos a infectar”

El #Coronavirus llegando a America: 
 "		Seattle, WA	Tue Jan 21 21:59:44 +0000 2020	
2999	GNCordova	316930595	Wuhan coronavirus has sickened almost 300 people and killed six in China in the last month. It belongs to the famil… 		Between SEA & BK	Tue Jan 21 21:59:43 +0000 2020	
3000	senhor_orate	965973700238561283	"Comentei com o pessoal da empresa a respeito do coronavirus que tá circulando pela Ásia.
Meu chefe: Eh, tem que ins… "		Araucária, Brasil	Tue Jan 21 21:59:42 +0000 2020	
3001	katz5253	255211334	[1.21] New Q - Peach Mint - POTUS @ Davos - “Coronavirus” - UFO Disclosure 		Republic	Tue Jan 21 21:59:41 +0000 2020	
3002	Librumface	534803035	Ah, ¿no era este el #coronavirus? 		Since 2012	Tue Jan 21 21:59:41 +0000 2020	
3003	PeninsulaTres	4029652874	"El #coronavirus de #China ya está en #America ; en Washington, el primer caso confirmado

Nota:… "			Tue Jan 21 21:59:41 +0000 2020	
3004	slimchick1900	108912964	RT @CTVNews: Canada prepared to face coronavirus thanks to lessons learned from SARS: experts  		Trinidad	Tue Jan 21 21:59:40 +0000 2020	
3005	CLajambe	1201649161323655169	"RT @ani_digital: First case of coronavirus detected in US

Read @ANI Story | "		Parry Sound, Ontario, Canada	Tue Jan 21 21:59:40 +0000 2020	
3006	d_agronmichele	599481341	RT @Nurlalah: All the best, people. May the odds be ever be in our favour.  #coronavirus 		Mexico	Tue Jan 21 21:59:40 +0000 2020	
3007	needlesineyes	1123237556496228354	RT @BBCWorld: US confirms first case of new coronavirus, which originated in China 			Tue Jan 21 21:59:40 +0000 2020	
3008	Ozono12717150	1107127411152470017	RT @germancuriel5: SE DETECTA EN MEXICO EL PRIMER INFECTADO DE CORONAVIRUS FLORALIS 		#MexicoLibreVa	Tue Jan 21 21:59:39 +0000 2020	
3009	BAMBAM693504	154653779	The annual flavored fearmonger scary cold virus that only affects weakened immune system people which unfortunately… 			Tue Jan 21 21:59:38 +0000 2020	
3010	Anirudh_Astro	807733812306116608	#coronavirus Predicted about this epidemic earlier in June 2019 		India	Tue Jan 21 21:59:37 +0000 2020	
3011	2KEW13	40460285	RT @CTVNews: #BREAKING: First coronavirus case confirmed in United States  		ÜT: 43.8280419,-79.5607157	Tue Jan 21 21:59:37 +0000 2020	
3012	taneawtarn	220329390	RT @WHOPhilippines: Do you have questions about #coronavirus? Watch this brief video! 			Tue Jan 21 21:59:36 +0000 2020	
3013	BrandiKHOU	29842699	Today, the first U.S. case of the 2019 novel coronavirus (2019-nCoV) was confirmed in Washington State.… 		Houston, TX	Tue Jan 21 21:59:36 +0000 2020	
3014	diamonddeb24k	723380696643833857	RT @diamonddeb24k: First confirmed coronavirus case identified in the US  		Gilberton, WA	Tue Jan 21 21:59:35 +0000 2020	
3015	ForexLive	19399038	ForexLive Americas FX news wrap: Coronavirus fears weigh on USD/JPY 		Worldwide	Tue Jan 21 21:59:35 +0000 2020	
3016	God_SpeedUSA	711768753344675841	"First case of China-linked coronavirus reported in US, federal officials say


Oh Oh. Not good..."		Co. USA	Tue Jan 21 21:59:35 +0000 2020	
3017	Twittonyo	103068163	"RT @csancheznieto: Lo del coronavirus es una cosa seria.

Reportan primer caso de coronavirus chino en Estados Unidos. "		Capital Cervantina de América	Tue Jan 21 21:59:35 +0000 2020	
3018	CantstopulovinM	100417719	"RT @PIB_India: Outbreak of Novel #coronavirus in China: Actions taken by the @MoHFW_INDIA

Details here: "		Pune - Ranebennur	Mon Jan 20 15:59:55 +0000 2020	
3019	Stephen97766835	1176211881981358081	"I think it might be prudent to stop Chinese travel don't you?

Human-to-human transmission confirmed in China coron… "			Mon Jan 20 15:59:53 +0000 2020	
3020	Dapson87	254901163	RT @Prof_GD_Foster: Should the world be worried about the coronavirus in China? 		Ibadan, Nigeria	Mon Jan 20 15:59:51 +0000 2020	
3021	kathrynmbauer	23939159	RT @thehill: Chinese officials report more than 200 people have been infected with coronavirus 		L'Étoile du Nord	Mon Jan 20 15:59:49 +0000 2020	
3022	HELLA_ALE	3272123336	RT @cnni: There has been a third death and 139 new cases of pneumonia caused by a new strain of coronavirus, China reports 		HAYWARD, CA	Mon Jan 20 15:59:47 +0000 2020	
3023	YorkshireLady3	984004551937314816	Human-to-human transmission confirmed in China coronavirus @MailOnline			Mon Jan 20 15:59:46 +0000 2020	
3024	millahi007	156538813	RT @Independent: China confirms human to human transmission of deadly virus 		London United Kingdom	Mon Jan 20 15:59:44 +0000 2020	
3025	Chochihua	114553785	RT @doctormacias: Aquí buscan detectar pasajeros con infección por el nuevo coronavirus en vuelo doméstico de China. 			Mon Jan 20 15:59:43 +0000 2020	
3026	SkyNewsTech	1124816718	Deadly new virus can be transmitted by humans, China confirms 		London, England	Mon Jan 20 15:59:42 +0000 2020	
3027	zoet1971	878719438425665536	"RT @vitaenluc: China confirms new SARS-like virus can spread between HUMANS 
via "			Mon Jan 20 15:59:38 +0000 2020	
3028	christianmunthe	94352635	"RT @Folkhalsomynd: @christianmunthe Vi uppdaterar med bekräftad information här kontinuerligt
"		Gothenburg, Sweden	Mon Jan 20 15:59:36 +0000 2020	
3029	WalterHRiwa	2776052132	RT @Independent: China confirms human to human transmission of deadly virus 		Tanzania	Mon Jan 20 15:59:36 +0000 2020	
3030	CRDCLAUDIO	170386128	"RT @valoreconomico: Coronavírus mata terceira pessoa na China e se espalha para mais cidades
"		São Paulo, Brasil	Mon Jan 20 15:59:34 +0000 2020	
3031	KorieUNFPA	830699413	RT @WHOPhilippines: Here's the latest on the novel #coronavirus 👇🏽 		Abuja, Nigeria	Mon Jan 20 15:59:30 +0000 2020	
3032	FOX2News	31746745	The first cases of a new coronavirus in China have reached the capital city, while the total number of infected peo… 		FB, Snap & Insta: FOX2Detroit	Mon Jan 20 15:59:29 +0000 2020	
3033	morandiniblog	35287180	"URGENT - Mystérieux virus  - Un spécialiste du gouvernement chinois annonce que le virus est ""transmissible entre h… "		Paris (France)	Mon Jan 20 15:59:27 +0000 2020	
3034	tomy2875	2904173352			Puerto Rico, USA	Mon Jan 20 15:59:27 +0000 2020	
3035	V2019N	1218324988966531072	RT @MarcGozlan: Information on cases of novel #coronavirus (#nCoV) infection in #Wuhan, Hubei Province (as of January 19, 2020) 			Mon Jan 20 15:59:26 +0000 2020	
3036	888VICTO888	2478769261	RT @MailOnline: China confirms new SARS-like virus can spread between HUMANS 		vvvvv	Mon Jan 20 15:59:25 +0000 2020	
3037	AntonellaCica	395361626	Ciao 2020, Tutto bene?Human-to-human transmission confirmed in China coronavirus @MailOnline		Napoli	Mon Jan 20 15:59:25 +0000 2020	
3038	fabhy	54596513	RT @cnni: There has been a third death and 139 new cases of pneumonia caused by a new strain of coronavirus, China reports 		São Lourenço da Mata, Brasil	Mon Jan 20 15:59:22 +0000 2020	
3039	Maida_Henriquez	1543533878	"@ministeriosalud #ALERTA misterioso virus, síntomas  como #coronavirus puede ser mortal

"	153825949.0	Ñuñoa, Chile	Mon Jan 20 15:59:22 +0000 2020	
3040	BiteOfAMosquito	59955964	RT @ProMED_mail: PRO/AH/EDR&gt; Novel coronavirus (07): China (HU), Thailand ex China, Japan ex China, WHO  		Spokane, WA	Mon Jan 20 15:59:20 +0000 2020	
3041	Nyoaka	29692268	RT @Independent: China confirms human to human transmission of deadly virus 		Banksy's City, England	Mon Jan 20 15:59:20 +0000 2020	
3042	AthenBrook	1183772059135959040	RT @MailOnline: China confirms new SARS-like virus can spread between HUMANS 			Mon Jan 20 15:59:20 +0000 2020	
3043	WalterHRiwa	2776052132	RT @BreakingF24: 🔴 BREAKING - China confirms people-to-people transmission of new coronavirus (state media) 		Tanzania	Mon Jan 20 15:59:19 +0000 2020	
3044	ntegekapaul	704202547830067200	RT @MailOnline: China confirms new SARS-like virus can spread between HUMANS 		| kampala,uganda|	Mon Jan 20 15:59:18 +0000 2020	
3045	KatiaPeruka	102678232	"RT @franceinfo: ""Comment devons-nous nous protéger ?"" : les Chinois démunis face au nouveau virus qui a déjà tué trois personnes

"			Mon Jan 20 15:59:17 +0000 2020	
3046	DailyMail	380285402	RT @MailOnline: China confirms new SARS-like virus can spread between HUMANS 		New York	Mon Jan 20 15:59:15 +0000 2020	
3047	BiteOfAMosquito	59955964	RT @ProMED_mail: PRO/AH/EDR&gt; Novel coronavirus (08): China (HU) more cases, Nepal susp, modeling  		Spokane, WA	Mon Jan 20 15:59:14 +0000 2020	
3048	CATHERINENEVER2	1142633025882271744	RT @thehill: Chinese officials report more than 200 people have been infected with coronavirus 		Ile-de-France, France	Mon Jan 20 15:59:11 +0000 2020	
3049	6ixbuzztv	600080403	Chinese government officials confirm human-to-human transmission in the growing coronavirus scare. 		Toronto	Mon Jan 20 15:59:11 +0000 2020	
3050	DidierPittet	1304015684	China: coronavirus cases surge, fuelling fears of major outbreak 		Geneva, Switzerland	Mon Jan 20 15:59:09 +0000 2020	
3051	kitgainer1776	903494328512679936	"RT @arirangtvnews: ▪ADDITIONAL CASES CONFIRMED

Four additional coronavirus patients confirmed in China as epidemic fears rise "			Mon Jan 20 15:59:06 +0000 2020	
3052	BiteOfAMosquito	59955964	RT @ProMED_mail: PRO/AH/EDR&gt; Novel coronavirus (09): China, 1st diagnostic test  		Spokane, WA	Mon Jan 20 15:59:04 +0000 2020	
3053	viriyabot	753571509080174592	"RT @russian_market: Short airlines and hotel chains

China confirms new SARS-like virus can spread between HUMANS 
via "		Internet	Mon Jan 20 15:59:02 +0000 2020	
3054	DailyMailUK	111556423	RT @MailOnline: China confirms new SARS-like virus can spread between HUMANS 		London, UK	Mon Jan 20 15:59:02 +0000 2020	
3055	CLajambe	1201649161323655169	RT @harry59degroot: Human-to-human transmission confirmed in China coronavirus @MailOnline		Parry Sound, Ontario, Canada	Mon Jan 20 15:59:02 +0000 2020	
3056	_farah727	711164023	Coronavirus.. 		lebanon - Nabatiye 	Mon Jan 20 15:59:01 +0000 2020	
3057	Valarie75185021	1202386416518516736	RT @thehill: Chinese officials report more than 200 people have been infected with coronavirus 			Mon Jan 20 15:58:59 +0000 2020	
3058	mikeAtMidpush	880486026115915776	"@thehill South Korea confirms first case of new coronavirus:

How wide spread will this virus get with the ability… "	1917731.0	California, USA	Mon Jan 20 15:58:59 +0000 2020	
3059	russian_market	243318995	"Short airlines and hotel chains

China confirms new SARS-like virus can spread between HUMANS 
via… "		Moscow	Mon Jan 20 15:58:59 +0000 2020	
3060	BiteOfAMosquito	59955964	RT @ProMED_mail: PRO/AH/EDR&gt; Novel coronavirus (10): China (HU, GD, BJ)  		Spokane, WA	Mon Jan 20 15:58:58 +0000 2020	
3061	Ming_jin	144358189	RT @VOAYYH: 春节前 #武汉肺炎 疫情扩散 有维权律师促问责及信息公开。#非典 #SARS   via @voachinese		USA	Mon Jan 20 15:58:58 +0000 2020	
3062	BiteOfAMosquito	59955964	RT @ProMED_mail: PRO/AH/EDR&gt; Novel coronavirus (11): China (HU), South Korea ex China  		Spokane, WA	Mon Jan 20 15:58:55 +0000 2020	
3063	Martha4450	1176285158116384770	RT @cnni: There has been a third death and 139 new cases of pneumonia caused by a new strain of coronavirus, China reports 			Mon Jan 20 15:58:50 +0000 2020	
3064	kingluis	1592211	RT @Independent: China confirms human to human transmission of deadly virus 		Venezuela	Mon Jan 20 15:58:48 +0000 2020	
3065	harry59degroot	707301670246600704	Human-to-human transmission confirmed in China coronavirus @MailOnline		Nederland	Mon Jan 20 15:58:48 +0000 2020	
3066	Leeuwenheart	103588499	Human-to-human transmission confirmed in China coronavirus via 			Mon Jan 20 15:58:44 +0000 2020	
3067	Telizmary_PR	284161161	"China confirms new SARS-like virus can spread between HUMANS 
via "		Puerto Rico, USA	Mon Jan 20 15:58:41 +0000 2020	
3068	At0mZM	2389866697	@jisooexpliciit @lucasrohan 	9.613826733264527e+17	Final Space	Mon Jan 20 15:58:38 +0000 2020	
3069	Since2009Real	1223032895083859969	RT @SkyNews: Coronavirus outbreak: Burberry warns epidemic hitting demand 		Acomb, England	Fri Feb 07 11:59:59 +0000 2020	
3070	Zukiswa60214240	1216675165637087232	RT @BDliveSA: JSE a little weaker as coronavirus jitters persist 			Fri Feb 07 11:59:59 +0000 2020	
3071	WojWitThaDrip	2838508956	RT @nycjim: Coronavirus: Li Wenliang, doctor who alerted public to the outbreak, dies of the disease. 		Saginaw, Mi •9️⃣8️⃣9️⃣#RIPKOBE	Fri Feb 07 11:59:59 +0000 2020	
3072	debayansen	47905400	RT @appadappajappa: TIL Asterix And The Chariot Race had a character named Coronavirus. 		New Delhi/Bengaluru	Fri Feb 07 11:59:59 +0000 2020	
3073	her_akd22	157408364	#BuenViernes si no anda el Coronavirus cerca #BuenViernes si no se te corta la luz #BuenViernes para cagarse de cal… 		Instagram: her_lista22	Fri Feb 07 11:59:59 +0000 2020	
3074	BaeticusCarlos	4819338587	RT @Mrlopera__: Primeras declaraciones del coronavirus #fijarzebien 			Fri Feb 07 11:59:59 +0000 2020	
3075	periodicoaragon	46668976	Ericsson también cancela su participación en el Mobile de Barcelona por el temor al coronavirus 		Zaragoza	Fri Feb 07 11:59:59 +0000 2020	
3076	MenziesCynthia	1200171742880243712	#Coronavirus: Chinese runners forced to train indoors: one man completes 50km around two tables. Another describes:… 		Winnipeg, Manitoba	Fri Feb 07 11:59:59 +0000 2020	
3077	rekisika_musuko	940776434095628289	"RT @yoshidakoichiro: 全然封じ込められていません。

Here’s where cases of coronavirus have been identified　2020.2.7　bloomberg "		銀河帝国(ゴールデンバウム王朝)	Fri Feb 07 11:59:59 +0000 2020	
3078	Johnrashton47	499455731	"Let’s hope politics doesn’t prevent a proper response in the UK!
Chinese scholar blames Xi Jinping, Communist Party… "		Merseyside	Fri Feb 07 11:59:58 +0000 2020	
3079	ariztegui	52808966	"Ericsson tampoco acudirá al Mobile World Congress de Barcelona por el coronavirus
@elmundoes
"		Via Láctea	Fri Feb 07 11:59:58 +0000 2020	
3080	antoflex2015	838346116622073856	RT @RobertoBurioni: La soluzione. 		Roma, Lazio	Fri Feb 07 11:59:58 +0000 2020	
3081	LeTelegramme	37910288	RT @NathalieAndr: Coronavirus, disparition inquiétante, Neymar : le point à la mi-journée via @LeTelegramme		Bretagne	Fri Feb 07 11:59:57 +0000 2020	
3082	MinoTamara	172177912	"RT @UniNoticias: 💊 #Coronavirus a bordo: la emergencia sanitaria dentro del crucero puesto en cuarentena en Japón (en fotos)

"		Florida, USA	Fri Feb 07 11:59:57 +0000 2020	
3083	ICMIF_Web	34573631	ICMIF member @AMBestCo expects that China’s non-life #insurance market will experience limited losses from the ongo… 		Manchester, UK	Fri Feb 07 11:59:57 +0000 2020	
3084	svencjohn_steve	2934239943	RT @next_china: China is sacrificing a province to save the world from coronavirus 		Pembrokeshire	Fri Feb 07 11:59:57 +0000 2020	
3085	AlviarezRossiel	1176254389629128704	RT @ConElMazoDando: ¡Aquí! Entérate el origen del tratamiento que utiliza China para el coronavirus  #FebreroDeDign…			Fri Feb 07 11:59:57 +0000 2020	
3086	Wallace_Noll	826590763878281216	@michaelmina_lab there's a significant possibility this outbreak is much worse than reported.  Also, its possible t… 	1.0947623240978227e+18	Mesa, Arizona (USA)	Fri Feb 07 11:59:57 +0000 2020	
3087	DiarioTalCual	147589125	Médicos en Lara alertan que en Venezuela podría expandirse el coronavirus #TalCual #ClaroyRaspao… 		Caracas, Venezuela	Fri Feb 07 11:59:56 +0000 2020	
3088	farketmezolmya	904175983	RT @ElifAybigee: Daha iyi bir teknoloji görmedim dmdhf #coronavirus 		İzmir	Fri Feb 07 11:59:56 +0000 2020	
3089	RANISAROJA1	1278047737	"RT @Vijaykarnataka: FAKE ನ್ಯೂಸ್ ಅಲರ್ಟ್: ಕೊರೊನಾ ವೈರಸ್ ಬಾಧಿತ 20 ಸಾವಿರ ಮಂದಿ ಹತ್ಯೆಗೆ ಚೀನಾ ನಿರ್ಧರಿಸಿದೆ ಅನ್ನೋದು ನಿಜವೇ..?
   #patients  "			Fri Feb 07 11:59:56 +0000 2020	
3090	MicheleMido	706480922145787907	"RT @franceinfo: DIRECT 🔴 Coronavirus 2019-nCoV : l'OMS annonce une pénurie mondiale d'équipements de protection 

Suivez le live ⤵

"		France	Fri Feb 07 11:59:56 +0000 2020	
3091	jornalistavitor	113410319	Metade das indústrias de eletrônicos já teve problemas por causa do coronavírus 		Brasil	Fri Feb 07 11:59:56 +0000 2020	
3092	heihei_siumiu	2585020171	RT @FT: Death of coronavirus doctor sparks anguish and anger in China 		HongKong	Fri Feb 07 11:59:56 +0000 2020	
3093	BhagwaKeralite	1130132912379244545	"RT @the_fauxy: South Delhi girl refused wearing face mask to show her new lip color, tested +ve for coronavirus
"			Fri Feb 07 11:59:56 +0000 2020	
3094	Richard18066389	894716038025293826	RT @yabaleftonline: Nigeria will spend N620m to prevent the outbreak of coronavirus in the country - Minister of Health » 			Fri Feb 07 11:59:56 +0000 2020	
3095	mennimola	258248559	RT @ChannelNewsAsia: Singapore's #coronavirus risk assessment is now at DORSCON level orange - here's a look at what it means: 		KBR.KUL.PEN.SIN	Fri Feb 07 11:59:56 +0000 2020	
3096	somnalige	268401082	RT @ChannelNewsAsia: Singapore's #coronavirus risk assessment is now at DORSCON level orange - here's a look at what it means: 			Fri Feb 07 11:59:56 +0000 2020	
3097	Kanahshoewa	259408649	RT @nycjim: Coronavirus: Li Wenliang, doctor who alerted public to the outbreak, dies of the disease. 		Reclaiming My Time	Fri Feb 07 11:59:55 +0000 2020	
3098	1987Hala	613548583	"RT @1411amany1990: #كورونا #فايروس_كورونا 
@SCMPNews #LiWenliang #CoronaVirus #Corona "		دولة الكويت	Fri Feb 07 11:59:55 +0000 2020	
3099	benitezzzz4	541533656	RT @Mrlopera__: Primeras declaraciones del coronavirus #fijarzebien 			Fri Feb 07 11:59:55 +0000 2020	
3100	arturiot	331034976	RT @rdrigoleite: se trocar Coronavírus por Carnaval, a notícia continua fazendo sentido 			Fri Feb 07 11:59:55 +0000 2020	
3101	DavidWO28232487	1181108534269730816	RT @TheEconomist: Many people in Hong Kong want the territory to seal itself off from the Chinese mainland 			Fri Feb 07 11:59:54 +0000 2020	
3102	burnett1986	1146769298	RT @ShaniceBrown86: Thanks to @SpeakerPelosi, the conservative movement is more viral than the #coronavirus 			Fri Feb 07 11:59:54 +0000 2020	
3103	mcall	15431914	While the fast-spreading #coronavirus has resulted in more than 500 deaths since it was first reported in December,… 		Allentown, PA	Fri Feb 07 11:59:54 +0000 2020	
3104	vicktorm18	1047528339685167104	Rabia en China por la muerte del médico que destapó el coronavirus via @ABC_Conocer		Carolina, Puerto Rico	Fri Feb 07 11:59:54 +0000 2020	
3105	chsapa	973536435679776768	RT @ElifAybigee: Daha iyi bir teknoloji görmedim dmdhf #coronavirus 			Fri Feb 07 11:59:54 +0000 2020	
3106	SallyWo42411402	1080245442732974081	The death of a 34-year-old doctor who warned of the risks of the coronavirus has unleashed a wave of fury that is s… 			Fri Feb 07 11:59:54 +0000 2020	
3107	DanielLacerda38	1215229701175894017	RT @conexaopolitica: Fabricante do iPhone fará 2 milhões de máscaras descartáveis por dia para combater a disseminação do coronavírus 		Rio Grande do Norte, Brasil	Fri Feb 07 11:59:53 +0000 2020	
3108	The_ISHA	2478132827	Coronavirus outbreak - latest updates and Student Health advice from the Health Protection Surveillance Centre 			Fri Feb 07 11:59:53 +0000 2020	
3109	Aluvrendar	446096397	RT @ChannelNewsAsia: Singapore's #coronavirus risk assessment is now at DORSCON level orange - here's a look at what it means: 		East Region, Singapore	Fri Feb 07 11:59:53 +0000 2020	
3110	DarthIvana	1124546381027233792	"RT @designboom: duyi han pays homage to coronavirus medical workers with chapel mural in hubei province
"			Fri Feb 07 11:59:53 +0000 2020	
3111	qeemacurry1	4327555877	"RT @camomillem0703: 【独自】「緊急事態宣言見送りで感染拡大」ＷＨＯトップ辞任要求、３０万人が署名 : 読売


WHOテドロス事務局長の解任を求める投票
↓


#C…"			Fri Feb 07 11:59:53 +0000 2020	
3112	javedhassan	63172310	"My alma-mater at the forefront of preventing #cornonavirus #pandemic Prof Shattock @imperialcollege : ""We have the… "		Islamabad, Pakistan	Fri Feb 07 11:59:53 +0000 2020	
3113	PHortoneda	957507363736612869	"@58gsKangal @Perrenic @MauricePatate @Conflits_FR @RaptorVsWild Oh mon Dieu la decadence....
Le #Coronavirus doit p… "	1103314998.0	Bordeaux, France	Fri Feb 07 11:59:53 +0000 2020	
3114	ruishiduomi	862801966572994566	Die Welt ist schlecht auf die Coronavirus-Pandemie vorbereitet 		Zürich, Schweiz	Fri Feb 07 11:59:53 +0000 2020	
3115	francoismendy1	361881477	Soupçon de cas de coronavirus au CHU de Poitiers - Charente Libre via @GoogleNews		France	Fri Feb 07 11:59:53 +0000 2020	
3116	lesinfodelady0	792334221863948288	"Les réseaux sociaux sauvent un journaliste chinois (#FangBin) de la ""quarantaine"", (dans un commissariat de police… "		Marseillan, France	Fri Feb 07 11:59:53 +0000 2020	
3117	reconstituted17	817870982325145602				Fri Feb 07 11:59:52 +0000 2020	
